participant-id,age,gender,ethnicity,residence-country,longest-residence-country,income,education,attribute,work-time-seconds,interest-in-automobiles,owns-car
2494,54,female,asian,JP,JP,1,3,sleek,,5,1
2495,59,male,asian,JP,JP,3,2,sleek,,2,1
2496,47,male,asian,JP,JP,3,5,sleek,,2,1
2497,66,male,asian,JP,JP,1,5,sleek,,5,1
2498,63,male,asian,JP,JP,8,5,sleek,,1,1
2499,67,male,asian,JP,JP,4,2,sleek,,2,1
2500,56,female,asian,JP,JP,1,5,sleek,,4,1
2501,66,male,asian,JP,JP,2,5,sleek,,2,2
2502,56,male,asian,JP,JP,5,5,sleek,,2,1
2503,60,male,asian,JP,JP,9,6,sleek,,1,1
2504,60,male,asian,JP,JP,2,2,sleek,,2,2
2505,58,female,prefer not to answer,JP,JP,1,4,sleek,,4,2
2506,37,male,asian,JP,JP,4,5,sleek,,2,1
2507,81,female,asian,JP,JP,1,2,sleek,,2,1
2508,60,male,asian,JP,JP,1,3,sleek,,2,2
2509,38,male,asian,JP,JP,4,5,sleek,,2,2
2510,55,male,asian,JP,JP,9,5,sleek,,1,1
2511,82,male,asian,JP,JP,2,5,sleek,,2,1
2512,71,male,asian,JP,JP,5,5,sleek,,2,2
2513,31,female,asian,JP,JP,1,3,sleek,,3,2
2514,88,female,asian,JP,JP,1,1,sleek,,2,2
2515,64,female,asian,JP,JP,12,2,sleek,,4,1
2516,71,male,asian,JP,JP,12,5,sleek,,5,2
2517,77,male,asian,JP,JP,2,3,sleek,,4,1
2518,47,male,asian,JP,JP,4,3,sleek,,2,1
2519,59,male,asian,JP,JP,8,2,sleek,,1,1
2520,44,male,asian,JP,JP,3,7,sleek,,5,2
2521,61,male,asian,JP,JP,8,5,sleek,,4,1
2522,58,male,asian,JP,JP,1,3,sleek,,2,1
2523,67,female,asian,JP,JP,1,4,sleek,,4,2
2524,69,female,asian,JP,JP,2,2,sleek,,3,1
2525,66,male,asian,JP,JP,3,5,sleek,,3,1
2526,70,male,asian,JP,JP,3,7,sleek,,3,1
2527,26,female,asian,JP,JP,3,5,sleek,,4,2
2528,47,male,asian,JP,JP,9,5,sleek,,5,2
2529,52,male,asian,JP,JP,7,5,sleek,,2,1
2530,55,male,asian,JP,JP,6,5,sleek,,2,1
2531,57,male,asian,JP,JP,8,5,sleek,,1,1
2532,70,male,asian,JP,JP,2,5,sleek,,2,1
2533,65,female,asian,JP,JP,1,4,sleek,,4,2
2534,29,male,asian,JP,JP,6,5,sleek,,1,1
2535,39,female,asian,JP,JP,1,5,sleek,,5,2
2536,76,female,asian,JP,JP,6,6,sleek,,2,1
2537,38,female,asian,JP,JP,1,5,sleek,,2,2
2538,39,male,asian,JP,JP,6,2,sleek,,4,1
2539,59,female,asian,JP,JP,1,5,sleek,,2,2
2540,70,male,asian,JP,JP,2,5,sleek,,2,1
2541,43,male,asian,JP,JP,12,5,sleek,,2,2
2542,41,male,asian,JP,JP,1,5,sleek,,2,1
2543,65,female,asian,JP,JP,1,4,sleek,,5,2
2544,39,male,asian,JP,JP,11,7,sleek,,4,1
2545,58,female,asian,JP,JP,6,4,sleek,,3,1
2546,52,male,asian,JP,JP,5,2,sleek,,3,1
2547,73,male,asian,JP,JP,2,5,sleek,,1,1
2548,38,male,asian,JP,JP,1,5,sleek,,2,1
2549,71,male,asian,JP,JP,3,5,sleek,,2,1
2550,82,male,asian,JP,JP,6,5,sleek,,4,1
2551,57,male,asian,JP,JP,1,1,sleek,,2,2
2552,74,male,white,JP,JP,3,6,sleek,,5,2
2553,64,male,asian,JP,JP,1,5,sleek,,3,1
2554,62,male,asian,JP,JP,4,5,sleek,,2,1
2555,44,male,asian,JP,JP,12,5,sleek,,5,2
2556,50,male,asian,JP,JP,6,5,sleek,,1,1
2557,76,male,asian,JP,JP,1,2,sleek,,2,1
2558,49,male,asian,JP,JP,9,6,sleek,,1,1
2559,74,male,asian,JP,JP,5,2,sleek,,1,1
2560,57,female,asian,JP,JP,12,4,sleek,,3,2
2561,66,male,asian,JP,JP,2,5,sleek,,4,2
2562,74,male,asian,JP,JP,2,2,sleek,,2,1
2563,59,female,asian,JP,JP,1,2,sleek,,5,2
2564,66,male,asian,JP,JP,1,5,sleek,,3,1
2565,49,female,asian,JP,JP,3,4,sleek,,5,2
2566,59,male,asian,JP,JP,9,5,sleek,,1,1
2567,72,male,asian,JP,JP,1,5,sleek,,2,1
2568,65,female,asian,JP,JP,1,2,sleek,,2,1
2569,,female,asian,JP,JP,12,5,sleek,,4,2
2570,53,male,asian,JP,JP,1,5,sleek,,5,2
2571,67,male,asian,JP,JP,4,3,sleek,,5,2
2572,37,female,asian,JP,JP,5,5,sleek,,3,2
2573,73,female,asian,JP,JP,1,4,sleek,,2,2
2574,64,female,asian,JP,JP,1,3,sleek,,2,2
2575,44,male,asian,JP,JP,4,5,sleek,,2,1
2576,44,male,asian,JP,JP,4,5,sleek,,2,2
2577,67,female,asian,JP,JP,12,2,sleek,,4,2
2578,62,male,asian,JP,JP,8,5,sleek,,1,1
2579,54,female,asian,JP,JP,12,2,sleek,,4,2
2580,74,male,asian,JP,JP,4,5,sleek,,5,1
2581,54,male,asian,JP,JP,9,5,sleek,,5,2
2582,50,male,asian,JP,JP,1,5,sleek,,3,2
2583,56,male,asian,JP,JP,5,3,sleek,,1,1
2584,59,female,asian,JP,JP,1,4,sleek,,4,1
2585,61,male,asian,JP,JP,5,5,sleek,,4,1
2586,41,female,asian,JP,JP,1,4,sleek,,2,2
2587,36,female,asian,JP,JP,1,4,sleek,,1,1
2588,60,male,asian,JP,JP,1,3,sleek,,4,2
2589,61,male,asian,JP,JP,5,6,sleek,,3,1
2590,46,male,asian,JP,JP,5,2,sleek,,3,1
2591,64,female,asian,JP,JP,1,5,sleek,,5,2
2592,56,male,asian,JP,JP,3,5,sleek,,4,1
2593,61,male,asian,JP,JP,3,5,sleek,,4,2
2594,74,male,asian,JP,JP,1,5,sleek,,2,2
2595,67,male,asian,JP,JP,4,5,sleek,,2,1
2596,90,male,other,JP,JP,12,4,sleek,,3,1
2597,72,female,asian,JP,JP,1,5,sleek,,5,2
2598,74,female,asian,JP,JP,1,2,sleek,,5,2
2599,51,male,asian,JP,JP,2,3,sleek,,1,1
2600,51,female,prefer not to answer,JP,JP,1,2,sleek,,2,2
2601,59,male,asian,JP,JP,4,2,sleek,,5,2
2602,45,male,asian,JP,JP,3,2,sleek,,2,1
2603,31,male,asian,JP,JP,8,5,sleek,,2,1
2604,68,female,asian,JP,JP,12,2,sleek,,4,2
2605,41,female,asian,JP,JP,1,5,sleek,,3,1
2606,59,male,asian,JP,JP,5,3,sleek,,3,2
2607,66,female,asian,JP,JP,5,4,sleek,,4,1
2608,50,male,asian,JP,JP,4,5,sleek,,5,2
2609,46,male,asian,JP,JP,3,3,sleek,,5,2
2610,42,female,asian,JP,JP,4,5,sleek,,3,1
2611,,female,asian,JP,JP,12,9,sleek,,2,1
2612,50,male,asian,JP,JP,7,2,sleek,,2,1
2613,26,male,asian,JP,JP,12,2,sleek,,5,2
2614,18,female,asian,JP,JP,12,1,sleek,,3,2
2615,71,male,asian,JP,JP,5,5,sleek,,1,1
2616,62,male,asian,JP,JP,2,5,sleek,,2,1
2617,73,male,asian,JP,JP,3,2,sleek,,2,1
2618,59,male,asian,JP,JP,1,5,sleek,,2,1
2619,41,female,white,JP,JP,5,3,sleek,,2,1
2620,60,male,asian,JP,JP,4,6,sleek,,1,1
2621,34,female,asian,JP,JP,3,5,sleek,,4,2
2622,48,female,asian,JP,JP,1,5,sleek,,2,2
2623,36,male,asian,JP,JP,5,5,sleek,,2,1
2624,74,male,asian,JP,JP,5,5,sleek,,2,1
2625,45,female,asian,JP,JP,1,5,sleek,,1,1
2626,39,female,asian,JP,JP,12,5,sleek,,5,2
2627,42,female,asian,JP,JP,1,2,sleek,,1,1
2628,60,male,asian,JP,JP,6,3,sleek,,2,1
2629,40,female,asian,JP,JP,6,5,sleek,,5,2
2630,72,male,asian,JP,JP,1,2,sleek,,2,1
2631,62,male,asian,JP,JP,2,5,sleek,,1,1
2632,66,female,asian,JP,JP,1,4,sleek,,2,1
2633,76,male,asian,JP,JP,4,5,sleek,,1,1
2634,61,male,asian,JP,JP,5,5,sleek,,3,1
2635,67,male,asian,JP,JP,4,5,sleek,,2,1
2636,66,male,asian,JP,JP,4,5,sleek,,3,1
2637,68,male,asian,JP,JP,1,4,sleek,,2,1
2638,62,female,asian,JP,JP,1,2,sleek,,2,1
2639,72,female,asian,JP,JP,6,4,sleek,,1,1
2640,48,male,asian,JP,JP,1,2,sleek,,4,2
2641,78,male,asian,JP,JP,12,5,sleek,,1,1
2642,28,female,asian,JP,JP,3,2,sleek,,5,2
2643,80,male,asian,JP,JP,3,6,sleek,,2,1
2644,75,male,asian,JP,JP,2,5,sleek,,2,1
2645,74,male,asian,JP,JP,3,2,sleek,,5,2
2646,44,male,asian,JP,JP,1,5,sleek,,4,2
2647,59,male,asian,JP,JP,4,2,sleek,,1,1
2648,52,female,asian,JP,JP,12,5,sleek,,3,2
2649,51,female,asian,JP,JP,4,4,sleek,,5,2
2650,61,female,asian,JP,JP,12,2,sleek,,4,2
2651,45,female,asian,JP,JP,2,5,sleek,,5,2
2652,51,male,asian,JP,JP,1,2,sleek,,3,1
2653,69,female,asian,JP,JP,1,2,sleek,,3,2
2654,67,female,asian,JP,JP,1,4,sleek,,4,2
2655,57,female,asian,JP,JP,5,4,sleek,,4,2
2656,46,male,asian,JP,JP,4,6,sleek,,1,1
2657,50,female,asian,JP,JP,3,3,sleek,,2,1
2658,56,female,asian,JP,JP,9,5,sleek,,3,1
2659,70,female,asian,JP,JP,1,5,sleek,,4,1
2660,36,male,asian,JP,JP,1,2,sleek,,3,1
2661,48,male,asian,JP,JP,1,1,sleek,,4,2
2662,48,female,prefer not to answer,JP,JP,4,9,sleek,,3,2
2663,50,female,asian,JP,JP,1,5,sleek,,2,1
2664,46,female,asian,JP,JP,1,5,sleek,,3,2
2665,35,male,asian,JP,JP,1,3,sleek,,4,1
2666,82,male,asian,JP,JP,2,2,sleek,,1,3
2667,70,female,asian,JP,JP,2,1,sleek,,4,2
2668,60,male,asian,JP,JP,1,5,sleek,,2,1
2669,72,male,asian,JP,JP,2,5,sleek,,4,1
2670,64,female,asian,JP,JP,8,7,sleek,,5,2
2671,59,male,asian,JP,JP,6,4,sleek,,2,1
2672,67,male,asian,JP,JP,3,2,sleek,,3,1
2673,57,male,asian,JP,JP,5,5,sleek,,2,1
2674,71,female,asian,JP,JP,1,2,sleek,,1,1
2675,78,male,asian,JP,JP,5,5,sleek,,1,1
2676,61,male,asian,JP,JP,8,3,sleek,,2,1
2677,54,male,asian,JP,JP,7,5,sleek,,2,2
2678,46,female,asian,JP,JP,1,5,sleek,,5,2
2679,50,female,asian,JP,JP,1,5,sleek,,2,1
2680,52,female,asian,JP,JP,1,4,sleek,,2,1
2681,54,male,asian,JP,JP,12,5,sleek,,4,1
2682,50,male,asian,JP,JP,8,6,sleek,,5,2
2683,47,male,asian,JP,JP,12,5,sleek,,2,2
2684,66,female,asian,JP,JP,1,3,sleek,,3,1
2685,77,female,asian,JP,JP,1,5,sleek,,2,1
2686,57,female,asian,JP,JP,3,3,sleek,,5,2
2687,65,male,asian,JP,JP,5,5,sleek,,1,1
2688,72,female,asian,JP,JP,12,4,sleek,,5,1
2689,62,male,asian,JP,JP,2,3,sleek,,1,1
2690,61,female,asian,JP,JP,1,2,sleek,,5,2
2691,61,female,asian,JP,JP,1,5,sleek,,5,2
2692,52,male,asian,JP,JP,1,5,sleek,,3,1
2693,72,male,asian,JP,JP,3,7,sleek,,1,1
2694,56,male,asian,JP,JP,12,5,sleek,,5,1
2695,63,male,asian,JP,JP,3,3,sleek,,1,1
2696,64,female,asian,JP,JP,1,2,sleek,,5,2
2697,43,male,asian,JP,JP,7,5,sleek,,3,1
2698,52,female,asian,JP,JP,1,3,sleek,,4,1
2699,58,female,asian,JP,JP,12,2,sleek,,3,2
2700,55,female,asian,JP,JP,12,5,sleek,,4,2
2701,39,male,asian,JP,JP,4,5,sleek,,1,1
2702,64,male,white,JP,JP,3,2,sleek,,4,2
2703,62,female,asian,JP,JP,1,3,sleek,,3,1
2704,62,male,asian,JP,JP,1,3,sleek,,1,1
2705,62,male,asian,JP,JP,1,2,sleek,,5,2
2706,60,male,asian,JP,JP,3,2,sleek,,2,1
2707,65,male,asian,JP,JP,12,3,sleek,,1,1
2708,41,male,asian,JP,JP,2,2,sleek,,2,1
2709,41,female,asian,JP,JP,1,3,sleek,,3,1
2710,77,male,asian,JP,JP,2,2,sleek,,4,1
2711,63,male,asian,JP,JP,1,2,sleek,,1,1
2712,39,female,asian,JP,JP,1,5,sleek,,1,2
2713,36,female,asian,JP,JP,8,5,sleek,,2,1
2714,74,male,asian,JP,JP,4,3,sleek,,1,1
2715,54,female,asian,JP,JP,2,4,sleek,,2,1
2716,48,male,asian,JP,JP,6,5,sleek,,1,1
2717,73,male,asian,JP,JP,1,5,sleek,,2,1
2718,62,male,asian,JP,JP,10,5,sleek,,1,1
2719,75,female,asian,JP,JP,1,2,sleek,,5,2
2720,44,female,asian,JP,JP,12,9,sleek,,5,2
2721,40,male,white,JP,JP,7,5,sleek,,3,2
2722,44,male,asian,JP,JP,7,5,sleek,,1,1
2723,46,male,asian,JP,JP,3,5,sleek,,5,2
2724,62,female,asian,JP,JP,1,5,sleek,,4,2
2725,52,female,asian,JP,JP,2,2,sleek,,4,1
2726,76,male,asian,JP,JP,2,3,sleek,,2,1
2727,49,male,asian,JP,JP,3,3,sleek,,1,1
2728,48,female,asian,JP,JP,2,3,sleek,,2,1
2729,64,male,asian,JP,JP,3,2,sleek,,3,1
2730,68,male,asian,JP,JP,2,3,sleek,,3,1
2731,56,male,asian,JP,JP,9,5,sleek,,5,1
2732,69,male,asian,JP,JP,5,5,sleek,,2,1
2733,57,female,asian,JP,JP,1,4,sleek,,1,1
2734,66,male,asian,JP,JP,12,5,sleek,,1,1
2735,44,female,asian,JP,JP,6,5,sleek,,2,1
2736,47,male,asian,JP,JP,1,3,sleek,,5,2
2737,75,male,asian,JP,JP,2,5,sleek,,2,1
2738,77,male,asian,JP,JP,3,5,sleek,,2,1
2739,48,female,asian,JP,JP,1,2,sleek,,4,2
2740,56,male,asian,JP,JP,6,5,sleek,,1,1
2741,51,male,asian,JP,JP,3,5,sleek,,5,2
2742,70,male,asian,JP,JP,4,5,sleek,,3,1
2743,57,male,asian,JP,JP,12,2,sleek,,4,2
2744,47,male,asian,JP,JP,2,5,sleek,,5,2
2745,58,male,asian,JP,JP,12,3,sleek,,1,1
2746,43,male,asian,JP,JP,7,5,sleek,,1,1
2747,57,male,asian,JP,JP,12,2,sleek,,5,2
2748,43,female,asian,JP,JP,1,5,sleek,,3,2
2749,40,male,asian,JP,JP,5,5,sleek,,3,1
2750,43,female,asian,JP,JP,1,2,sleek,,2,1
2751,69,male,asian,JP,JP,3,5,sleek,,2,1
2752,54,female,asian,JP,JP,1,3,sleek,,5,2
2753,77,male,asian,JP,JP,2,2,sleek,,3,1
2754,44,female,asian,JP,JP,2,4,sleek,,5,2
2755,46,male,asian,JP,JP,7,3,sleek,,5,1
2756,65,female,asian,JP,JP,12,2,sleek,,4,3
2757,37,female,asian,JP,JP,1,3,sleek,,5,2
2758,58,male,asian,JP,JP,7,4,sleek,,2,1
2759,49,female,asian,JP,JP,2,4,sleek,,4,2
2760,70,male,asian,JP,JP,3,5,sleek,,1,1
2761,69,male,asian,JP,JP,12,5,sleek,,2,1
2762,57,female,asian,JP,JP,1,5,sleek,,5,2
2763,25,male,asian,JP,JP,1,5,sleek,,1,1
2764,77,male,asian,JP,JP,1,5,sleek,,5,2
2765,72,male,asian,JP,JP,4,5,sleek,,2,1
2766,68,male,asian,JP,JP,12,5,sleek,,2,1
2767,40,female,asian,JP,JP,1,4,sleek,,4,1
2768,54,female,asian,JP,JP,4,5,sleek,,2,1
2769,62,male,asian,JP,JP,1,5,sleek,,4,2
2770,44,female,asian,JP,JP,1,2,sleek,,5,2
2771,46,female,asian,JP,JP,4,4,sleek,,3,1
2772,42,male,asian,JP,JP,8,5,sleek,,1,1
2773,78,female,asian,JP,JP,1,2,sleek,,4,2
2774,69,female,asian,JP,JP,1,2,sleek,,3,1
2775,61,female,asian,JP,JP,1,5,sleek,,3,2
2776,68,male,asian,JP,JP,12,5,sleek,,5,2
2777,34,male,asian,JP,JP,8,5,sleek,,1,1
2778,46,male,asian,JP,JP,10,6,sleek,,2,1
2779,66,male,asian,JP,JP,1,5,sleek,,2,1
2780,68,male,asian,JP,JP,12,5,sleek,,4,1
2781,54,male,asian,JP,JP,8,5,sleek,,4,1
2782,60,female,asian,JP,JP,6,5,sleek,,4,1
2783,60,male,asian,JP,JP,1,2,sleek,,2,2
2784,57,male,asian,JP,JP,7,5,sleek,,3,1
2785,41,male,asian,JP,JP,2,3,sleek,,2,1
2786,64,male,asian,JP,JP,12,6,sleek,,2,1
2787,66,male,asian,JP,JP,4,5,sleek,,2,1
2788,74,male,asian,JP,JP,1,5,sleek,,2,1
2789,78,male,asian,JP,JP,2,5,sleek,,1,1
2790,70,male,asian,JP,JP,4,3,sleek,,2,1
2791,74,male,asian,JP,JP,5,5,sleek,,4,1
2792,70,male,asian,JP,JP,2,5,sleek,,4,2
2793,58,female,asian,JP,JP,1,4,sleek,,1,1
2794,71,male,asian,JP,JP,1,2,sleek,,5,2
2795,67,male,asian,JP,JP,2,5,sleek,,2,1
2796,39,female,asian,JP,JP,1,2,sleek,,3,2
2797,49,female,asian,JP,JP,1,4,sleek,,4,2
2798,43,female,asian,JP,JP,4,6,sleek,,4,2
2799,50,female,asian,JP,JP,1,5,sleek,,4,2
2800,76,female,asian,JP,JP,1,4,sleek,,1,1
2801,47,male,asian,JP,JP,3,2,sleek,,1,1
2802,76,male,asian,JP,JP,4,1,sleek,,1,1
2803,75,male,asian,JP,JP,3,5,sleek,,2,1
2804,83,male,asian,JP,JP,2,5,sleek,,1,1
2805,61,male,asian,JP,JP,7,5,sleek,,3,1
2806,67,male,asian,JP,JP,4,1,sleek,,2,1
2807,65,female,asian,JP,JP,3,4,sleek,,2,1
2808,72,male,asian,JP,JP,2,5,sleek,,3,1
2809,41,male,asian,JP,JP,1,2,sleek,,5,2
2810,64,female,asian,JP,JP,1,2,sleek,,2,1
2811,52,male,asian,JP,JP,6,2,sleek,,1,1
2812,56,male,asian,JP,JP,8,2,sleek,,1,1
2813,74,male,asian,JP,JP,3,2,sleek,,4,1
2814,51,female,asian,JP,JP,1,2,sleek,,5,2
2815,65,male,asian,JP,JP,9,5,sleek,,2,1
2816,44,male,asian,JP,JP,7,6,sleek,,2,1
2817,58,male,asian,JP,JP,3,3,sleek,,1,1
2818,69,male,asian,JP,JP,2,2,sleek,,2,1
2819,72,male,asian,JP,JP,3,5,sleek,,2,1
2820,73,male,asian,JP,JP,2,2,sleek,,1,1
2821,54,female,asian,JP,JP,2,4,sleek,,4,2
2822,57,male,prefer not to answer,JP,JP,12,5,sleek,,2,2
2823,44,female,asian,JP,JP,2,4,sleek,,5,3
2824,61,male,asian,JP,JP,9,5,sleek,,1,1
2825,69,male,asian,JP,JP,4,5,sleek,,4,2
2826,65,male,asian,JP,JP,2,5,sleek,,4,2
2827,74,female,asian,JP,JP,1,5,sleek,,2,1
2828,50,female,asian,JP,JP,1,2,sleek,,2,1
2829,22,male,asian,JP,JP,4,2,sleek,,2,1
2830,77,female,asian,JP,JP,1,4,sleek,,4,2
2831,64,male,asian,JP,JP,3,5,sleek,,4,2
2832,60,male,asian,JP,JP,4,3,sleek,,1,1
2833,25,male,asian,JP,JP,12,5,sleek,,3,2
2834,60,male,asian,JP,JP,5,3,sleek,,1,1
2835,72,male,asian,JP,JP,9,5,sleek,,1,1
2836,71,male,asian,JP,JP,2,5,sleek,,2,1
2837,62,male,asian,JP,JP,7,5,sleek,,3,1
2838,39,male,asian,JP,JP,2,5,sleek,,1,1
2839,63,female,asian,JP,JP,12,4,sleek,,4,2
2840,61,male,asian,JP,JP,6,2,sleek,,3,1
2841,68,male,asian,JP,JP,3,5,sleek,,1,1
2842,,female,prefer not to answer,prefer not to answer,prefer not to answer,1,1,sleek,,5,2
2843,41,male,asian,JP,JP,1,2,sleek,,2,1
2844,45,male,asian,JP,JP,5,5,sleek,,1,1
2845,40,female,asian,JP,JP,1,4,sleek,,4,2
2846,68,female,asian,JP,JP,1,2,sleek,,1,1
2847,69,male,asian,JP,JP,1,6,sleek,,2,1
2848,65,female,asian,JP,JP,2,4,sleek,,4,1
2849,49,male,asian,JP,JP,4,3,sleek,,5,2
2850,43,male,asian,JP,JP,3,5,sleek,,1,1
2851,69,male,asian,JP,JP,2,2,sleek,,5,2
2852,59,female,asian,JP,JP,1,4,sleek,,2,1
2853,51,male,asian,JP,JP,5,7,sleek,,1,1
2854,36,female,asian,JP,JP,1,3,sleek,,3,2
2855,69,female,asian,JP,JP,12,5,sleek,,5,2
2856,54,male,asian,JP,JP,1,3,sleek,,3,1
2857,68,male,asian,JP,JP,1,5,sleek,,4,1
2858,28,female,asian,JP,JP,6,5,sleek,,3,2
2859,45,male,asian,JP,JP,10,2,sleek,,1,1
2860,57,male,asian,JP,JP,7,5,sleek,,1,1
2861,54,male,asian,JP,JP,5,5,sleek,,1,1
2862,36,female,asian,JP,JP,4,5,sleek,,2,2
2863,66,male,asian,JP,JP,6,5,sleek,,3,1
2864,79,male,asian,JP,JP,3,5,sleek,,1,1
2865,61,male,asian,JP,JP,12,2,sleek,,3,1
2866,76,male,asian,JP,JP,2,4,sleek,,2,1
2867,34,male,asian,JP,JP,3,5,sleek,,5,2
2868,55,male,asian,JP,JP,11,6,sleek,,1,1
2869,75,female,asian,JP,JP,1,3,sleek,,2,2
2870,34,female,asian,JP,JP,1,3,sleek,,5,1
2871,47,male,asian,JP,JP,4,3,sleek,,2,1
2872,78,male,asian,JP,JP,4,5,sleek,,2,1
2873,60,female,asian,JP,JP,1,2,sleek,,1,2
2874,68,female,asian,JP,JP,1,6,sleek,,5,2
2875,53,male,asian,JP,JP,4,2,sleek,,1,1
2876,67,female,asian,JP,JP,1,5,sleek,,4,1
2877,40,female,asian,JP,JP,3,2,sleek,,3,1
2878,66,male,asian,JP,JP,2,5,sleek,,2,1
2879,65,male,asian,JP,JP,1,5,sleek,,4,1
2880,52,female,asian,JP,JP,1,2,sleek,,3,2
2881,66,male,asian,JP,JP,1,5,sleek,,2,1
2882,80,male,asian,JP,JP,2,5,sleek,,2,1
2883,76,male,asian,JP,JP,3,5,sleek,,4,1
2884,55,female,asian,JP,JP,6,4,sleek,,3,2
2885,48,male,asian,JP,JP,4,5,sleek,,3,1
2886,58,male,asian,JP,JP,2,3,sleek,,4,2
2887,53,female,asian,JP,JP,1,2,sleek,,2,1
2888,63,female,asian,JP,JP,12,5,sleek,,5,2
2889,74,male,asian,JP,JP,2,5,sleek,,2,1
2890,,female,asian,JP,prefer not to answer,12,5,sleek,,4,2
2891,74,male,asian,JP,JP,1,2,sleek,,2,1
2892,69,male,asian,JP,JP,2,5,sleek,,4,2
2893,46,male,asian,JP,JP,5,2,sleek,,4,1
2894,72,male,asian,JP,JP,4,5,sleek,,2,1
2895,32,female,asian,JP,JP,2,5,sleek,,1,1
2896,64,female,asian,JP,JP,1,5,sleek,,3,2
2897,55,male,asian,JP,JP,1,2,sleek,,5,2
2898,50,female,asian,JP,JP,1,4,sleek,,2,1
2899,65,male,asian,JP,JP,4,5,sleek,,3,1
2900,89,male,asian,JP,JP,3,5,sleek,,2,1
2901,63,male,asian,JP,JP,4,3,sleek,,2,1
2902,52,male,asian,JP,JP,5,5,sleek,,1,1
2903,60,male,white,JP,JP,1,2,sleek,,2,1
2904,64,male,asian,JP,JP,2,5,sleek,,4,1
2905,69,male,asian,JP,JP,4,2,sleek,,2,1
2906,51,female,asian,JP,JP,8,5,sleek,,5,2
2907,46,male,asian,JP,JP,5,2,sleek,,3,2
2908,63,male,asian,JP,JP,1,4,sleek,,1,1
2909,70,male,asian,JP,JP,12,5,sleek,,2,1
2910,52,female,asian,JP,JP,12,5,sleek,,5,2
2911,79,female,asian,JP,JP,2,2,sleek,,4,2
2912,61,male,asian,JP,JP,3,3,sleek,,1,1
2913,60,male,asian,JP,JP,4,5,sleek,,2,1
2914,77,male,asian,JP,JP,2,5,sleek,,3,1
2915,37,female,asian,JP,JP,2,5,sleek,,1,1
2916,64,female,asian,JP,JP,1,3,sleek,,5,2
2917,55,male,asian,JP,JP,6,2,sleek,,1,1
2918,48,female,asian,JP,JP,3,2,sleek,,5,2
2919,80,female,asian,JP,JP,1,2,sleek,,4,2
2920,70,male,asian,JP,JP,9,5,sleek,,3,1
2921,56,male,asian,JP,JP,12,5,sleek,,2,1
2922,46,female,asian,JP,JP,1,2,sleek,,5,2
2923,65,male,asian,JP,JP,1,5,sleek,,5,2
2924,60,male,asian,JP,JP,9,5,sleek,,1,1
2925,62,male,asian,JP,JP,12,5,sleek,,1,1
2926,76,male,asian,JP,JP,12,2,sleek,,2,1
2927,65,male,asian,JP,JP,2,2,sleek,,2,1
2928,60,male,asian,JP,JP,1,5,sleek,,2,1
2929,66,female,asian,JP,JP,1,4,sleek,,1,1
2930,50,male,asian,JP,JP,1,2,sleek,,5,2
2931,58,male,asian,JP,JP,12,5,sleek,,3,1
2932,75,male,other,JP,JP,2,5,sleek,,2,2
2933,61,male,asian,JP,JP,1,2,sleek,,2,1
2934,47,male,asian,JP,JP,1,2,sleek,,3,1
2935,55,female,asian,JP,JP,1,4,sleek,,5,2
2936,67,male,asian,JP,JP,1,5,sleek,,2,1
2937,83,female,asian,JP,JP,1,4,sleek,,2,2
2938,76,male,asian,JP,JP,3,5,sleek,,2,1
2939,61,female,asian,JP,JP,1,2,sleek,,5,2
2940,47,female,asian,JP,JP,1,3,sleek,,2,1
2941,74,male,asian,JP,JP,1,2,sleek,,2,1
2942,50,female,asian,JP,JP,2,4,sleek,,4,2
2943,59,male,asian,JP,JP,2,5,sleek,,1,1
2944,66,male,asian,JP,JP,4,2,sleek,,2,1
2945,56,male,asian,JP,JP,9,5,sleek,,1,1
2946,64,male,asian,JP,JP,4,1,sleek,,1,1
2947,72,male,asian,JP,JP,3,5,sleek,,2,1
2948,77,male,asian,JP,JP,1,5,sleek,,2,1
2949,40,male,asian,JP,JP,6,5,sleek,,1,1
2950,56,male,asian,JP,JP,3,6,sleek,,3,1
2951,69,male,asian,JP,JP,1,3,sleek,,5,2
2952,69,female,asian,JP,JP,1,4,sleek,,5,2
2953,49,male,asian,JP,JP,3,3,sleek,,1,1
2954,66,female,asian,JP,JP,1,4,sleek,,3,2
2955,51,male,asian,JP,JP,12,2,sleek,,3,2
2956,72,male,asian,JP,JP,2,5,sleek,,2,1
2957,47,female,asian,JP,JP,4,5,sleek,,5,2
2958,55,male,asian,JP,JP,5,5,sleek,,4,2
2959,64,male,asian,JP,JP,2,2,sleek,,2,1
2960,55,male,asian,JP,JP,7,5,sleek,,2,1
2961,52,male,asian,JP,JP,2,5,sleek,,2,1
2962,43,male,asian,JP,JP,3,6,sleek,,3,2
2963,45,male,asian,JP,JP,3,2,sleek,,1,1
2964,76,male,asian,JP,JP,3,5,sleek,,2,1
2965,56,male,asian,JP,JP,2,2,sleek,,1,1
2966,51,female,asian,JP,JP,1,4,sleek,,3,1
2967,67,female,asian,JP,JP,1,2,sleek,,3,1
2968,62,male,asian,JP,JP,7,6,sleek,,1,1
2969,42,female,asian,JP,JP,1,3,sleek,,4,2
2970,72,male,asian,JP,JP,6,5,sleek,,3,1
2971,41,female,asian,JP,JP,5,7,sleek,,5,2
2972,71,male,asian,JP,JP,1,5,sleek,,2,1
